pam50,LD1,LD2,LD3,LD4
Basal-like,-4.43019675512482,-0.0637597633846481,-1.02801212438437,-0.298004556930592
Basal-like,-3.95376350843921,-0.696897958737524,-1.07703535537185,0.684314610758082
Basal-like,-3.00275868133631,0.813976284702198,1.78374884119463,0.920104211811466
Basal-like,-4.65143002118688,1.30157526188552,1.03200649312769,0.136818633421052
Basal-like,-3.76293346188349,-1.23178774476054,-0.0776308843180432,-1.08148403747232
Basal-like,-4.71608295460481,-0.466776261077669,-0.277570006436649,-1.05666117214918
Basal-like,-4.13014794973147,-0.337626878557368,-0.477365208853033,1.55147011308766
Basal-like,-5.06495903553798,-0.538188325348268,1.30015568079453,-0.552056892380753
Basal-like,-6.40390212607252,-0.154311562803482,1.93300350821342,2.912014913431
Basal-like,-1.87743686777061,-0.379417624625734,-0.29887140907968,0.188319917623517
Basal-like,-4.41408704959078,-0.912487549419046,0.78227226800911,3.30990446903231
Basal-like,-5.31365543305503,0.955277034126155,1.08481754778794,1.40661754011483
Basal-like,-2.51491246472868,0.125405283396634,0.0626785876357868,-0.963483641362265
Basal-like,-3.59037150075013,-0.941597196212162,0.119151473084931,-0.891975447388902
Basal-like,-5.8702517133736,0.162034033054999,0.242417400626555,3.65851208926393
Basal-like,-3.35917981225947,0.108850946068479,0.865600145165875,-0.0278674075866699
Basal-like,-2.74389936464507,0.551404640350593,-1.3801832602674,-1.10975228090673
Basal-like,-5.59134855686312,0.258390853645451,-0.560223437540819,-0.567400211337084
Basal-like,-3.74024210745044,0.454086826175805,0.471950684091433,0.789882967726242
Basal-like,-1.19302351460243,-1.45777224830997,0.743563525017612,-0.137987885108877
Basal-like,-4.17789786746368,0.937146369395975,1.14831691687701,-0.240902328244608
Basal-like,-3.13962381990039,1.15148635086254,-0.623209094373117,-1.25138105028976
Basal-like,-5.0502431195224,1.80891284410976,0.0194646001122122,0.890102752792009
Basal-like,-3.91907939311364,-0.321686714668833,0.215760627567515,-0.91087300157013
Basal-like,-3.78877136459567,0.26897903747469,0.316388095488398,0.373538961943155
Basal-like,-2.96574498755959,-1.00969728584088,0.00650990869740747,-0.104962096945245
Basal-like,-2.79300471401809,0.243018177760275,-1.13666562873716,0.296968969483881
Basal-like,0.00835551323148436,0.733073798497566,-0.681230811477334,-0.0453237482031882
Basal-like,-3.30046037577806,-0.00788208960507283,-1.36695941049085,0.591201541206227
Basal-like,-3.86323728041196,0.262556961227772,-0.389733906756308,-1.15911602978549
Basal-like,-4.59399038328867,-1.20070853522266,0.46966018988946,0.661847390666948
Basal-like,-3.16312247551864,-0.600886025511518,-0.280497061693682,0.616521487640812
Basal-like,-2.63963554974952,1.00415156532109,-0.409655860834491,-1.40274048699952
Basal-like,-3.25007106584494,1.37485844472665,0.516322523228075,1.11457226986134
Basal-like,-3.73251097309101,-0.51690285421103,1.00480572777534,-1.42395957758409
Basal-like,-1.41653837853677,-2.42136998320022,0.731856554474001,-3.01941093743954
Basal-like,-0.397492528345514,1.95936665974248,-1.01848008431045,-0.531526484963257
Basal-like,-3.15946654638196,-0.771502319605063,-0.493576481612433,0.120117995161287
Basal-like,-1.9471839894889,0.71742082343923,0.557403403331458,-0.650423814917984
Basal-like,-0.3949697622857,-0.0644574926460372,0.41588446536976,-1.20911530010222
HER2-enriched,-0.29739954489837,-2.59525072663279,-0.0838109651082624,1.24011073735752
HER2-enriched,0.842005949222278,-1.27165689214664,0.92570953496768,-2.21537207243897
HER2-enriched,0.249108922578397,-3.95540362763586,-1.53431776442749,2.74658049063676
HER2-enriched,0.4567882964642,-4.69895011901745,0.100501217574563,2.3332273258564
HER2-enriched,0.354952854388553,-4.28585888689342,-0.464683331029817,-1.06388350181576
HER2-enriched,-0.369888072838513,-3.50994161792672,0.311607444746554,1.04485417720499
HER2-enriched,-0.48105453016373,-2.07675538805921,-0.488336147373621,-0.215002409276964
HER2-enriched,0.070410868824268,-3.5635840727173,-0.442509307167634,0.553019746395145
HER2-enriched,0.979841538566513,-3.71986251968233,-0.0170391341909829,-0.607576927446687
HER2-enriched,0.408184493791698,-3.40252840667525,0.544778763916622,-1.50347541920543
HER2-enriched,-1.16434118306212,-2.46014838918793,0.753998561198621,1.35147326822181
HER2-enriched,1.04211422612456,-5.32277694620901,-0.337971526329596,-1.73120072366377
HER2-enriched,1.08933626671203,-2.94237051117276,-1.37339509313892,-0.319307965803526
HER2-enriched,-0.608203738156286,-1.81906096094109,0.691961543901606,0.0104857536270578
HER2-enriched,1.48453803352396,-1.73620877460715,-0.28792243117742,0.222869546146845
HER2-enriched,-0.521512585317274,-2.6163807527952,0.562336859981864,-1.1906936115195
HER2-enriched,1.20607940739584,-0.856987883285626,0.613832744568016,-0.515934644082462
HER2-enriched,1.9253518848622,-4.32123501255372,-0.222486225245351,-0.193637615243332
HER2-enriched,1.73083315461122,-1.94529656743564,1.89384326645789,1.57376296688738
HER2-enriched,1.07892113796974,-1.80831817114375,-0.477470236527334,0.35845392147209
HER2-enriched,1.12214354775927,-0.809960155776978,0.93683623314806,-0.381053713035983
HER2-enriched,0.703589880756621,-2.51038520146874,0.647435152508732,1.56344628568851
HER2-enriched,0.247414774816455,-3.61469427200191,-0.542214284336213,0.788297204322453
HER2-enriched,0.00819543301752778,-0.984445081738917,-0.558422050559392,-0.522488162679206
HER2-enriched,0.198780557673982,-3.62240899035494,-0.0527830163489253,-1.17279822878713
HER2-enriched,1.70613238553288,-3.61324995879869,-0.381943344015747,0.805501795172391
HER2-enriched,1.2098532136416,-4.6444777270199,-1.56578185216065,0.847049451163053
HER2-enriched,-0.115034980894462,0.210111618599961,-0.918858089370524,-0.482071548641466
HER2-enriched,0.892184918860208,-1.73016127277257,-1.45093844116346,1.62319592557409
HER2-enriched,-1.63663903247154,-2.6204262533351,0.920966514488618,1.45875957941624
HER2-enriched,1.19812885372216,-1.52849318646758,0.331285719586561,0.221467520657147
HER2-enriched,2.20889514740492,-4.0252344277522,-0.511581486123462,0.10428621305159
HER2-enriched,0.506455225120124,1.21994409270833,0.302082628943769,0.252735654581516
HER2-enriched,1.13389997800777,-3.95617415044658,-0.494168378329848,0.157533456831195
HER2-enriched,0.651873776321281,-0.998268471219668,0.310077986639882,-1.50346461846964
HER2-enriched,-0.0659452239804156,-0.811633524453576,-1.03399032746741,0.116578045676509
HER2-enriched,1.13243592946862,-6.56396132592521,-1.40936401923765,0.653865439546143
HER2-enriched,0.373970555781694,-4.39960536242332,0.194645899283514,-1.72174185229956
HER2-enriched,1.35641083926959,-0.986380592129285,-0.80242065905198,-0.163815735765124
HER2-enriched,0.366835211203553,-2.67820955644031,-3.02538081831375,-1.47651663731612
Luminal A,0.893689919545538,1.63681040426071,0.95719868788284,-0.930724422384205
Luminal A,0.678708729804535,1.59076703001443,-0.640884490641975,1.09506409993253
Luminal A,0.072130720319261,1.04371608288552,0.0111807817438253,0.491803824196612
Luminal A,0.825830777544272,0.279681120532858,-0.794878612811087,0.698326122878654
Luminal A,-0.338425382330382,1.38872302873189,-0.259219349992293,0.0433030414576132
Luminal A,1.02191036438957,0.0516777756307342,-0.122247667848611,0.0170007552989151
Luminal A,-0.214362261525216,0.942533779090863,-2.00710592062296,-0.0531668364598883
Luminal A,-1.04463785706843,1.96118397843176,-1.09453419782128,-0.242612479910657
Luminal A,1.3113307258635,-0.117041886801028,-0.378298642451276,-0.26153337838511
Luminal A,0.421088784036689,0.623469030427794,-0.918535135511766,-0.911147100514125
Luminal A,-0.8132186895547,-0.0993461504388788,-0.501076011757341,0.772319325886458
Luminal A,1.14037586116155,-0.243910595445111,0.237100401048002,0.413517642288482
Luminal A,0.228742857332485,-0.0556975142453437,-0.987286530027645,-0.0380337048671556
Luminal A,0.484894853850179,0.170160422546225,0.876875506951425,-0.766894194078185
Luminal A,0.170316321888912,0.145642312970154,-1.0394575381769,0.465553773579556
Luminal A,-0.415232771800699,0.556175791157812,-1.53103601321904,0.470574861843221
Luminal A,1.08691121040893,1.39481675271538,-1.4821608528043,0.495977061218204
Luminal A,-0.0504260647923944,0.406918496802324,-1.35229277188837,0.310394650510267
Luminal A,-0.329005012918869,1.67066240565204,-1.18804401137261,-0.598679567356805
Luminal A,0.985620403747823,0.184184808984593,-0.173526130131229,0.406343035957962
Luminal A,0.678279404180754,1.40468656106119,-0.61821299361269,-0.402448169456299
Luminal A,1.49186567499184,-0.116084746505851,-0.971727602265421,0.744734693294617
Luminal A,0.540998420629418,0.584191780102242,-0.804532294172556,0.622029038767021
Luminal A,2.04299077525069,0.0524609960937383,0.0379530345194438,-0.422464600614435
Luminal A,0.352487843961823,-0.448776144241678,-1.57441332452067,1.15674172870226
Luminal A,0.463759025876884,0.521985249458619,-0.916716967091034,-0.318500612401299
Luminal A,1.49227242324939,-0.522276266363772,0.412010678454706,0.564597660228805
Luminal A,1.80707420386504,2.97316310366367,-2.74597130600509,-1.62187246394753
Luminal A,0.461509231883564,0.580514026372677,-0.856886456068046,0.273947611083444
Luminal A,0.288033688034893,0.887433385732983,-0.897572687406386,-0.505580158533989
Luminal A,0.45384629485279,1.77893083920283,-0.643977309757671,-1.19308964386295
Luminal A,1.27415805985281,0.210325241361805,-1.75010182192061,2.67802581648026
Luminal A,1.04910875564402,2.01204107065789,-0.259731776222932,1.68103699360321
Luminal A,-0.291036716591224,0.280725608295972,-0.217413505451453,0.398747721127339
Luminal A,-0.190387205227513,-0.374452751941925,-1.03785874238624,0.846279951893889
Luminal A,1.07566669601692,1.41556726190323,0.193433290761647,-0.254658504825234
Luminal A,0.301444367702969,0.480275247865319,0.966760677089916,-0.539394681440799
Luminal A,0.451969237957899,1.10297927356909,0.66844245808361,-0.0456110193130196
Luminal A,0.833411278989661,0.706993464338766,-0.287731265497167,-1.66112319151652
Luminal A,1.91776338225183,-1.1257905559088,-0.0100246023703183,1.05500763270387
Luminal A,1.33860513504129,0.576005456855859,-0.128709046357963,-0.268421163414455
Luminal A,1.11280493003524,0.755323894260513,-0.246374162124484,0.77525784420182
Luminal A,0.721428688753399,1.14168036813383,0.95871111620549,0.0185436082934369
Luminal A,0.613844793626876,0.533415669659885,-0.428731169929408,-0.268018532617838
Luminal A,-0.270439814470052,-1.02927749525829,0.574265380580859,0.484997207301301
Luminal A,1.23853194121979,0.248164994224831,-0.854605356512602,-0.278918387810711
Luminal A,-0.476014065688606,0.0613398114740656,-0.546709921172279,1.10823550605253
Luminal A,1.10794276138759,0.348349136316147,-1.25220877957007,0.599139381979033
Luminal A,1.61510677171554,0.774593927742035,1.85647200988874,0.379093357773942
Luminal A,-0.0717309085013198,-0.927453384008242,0.898595054571682,-0.975956836760037
Luminal A,-0.330642942568512,-0.238844943695252,-1.10856999231139,0.24412425002217
Luminal A,0.106748905404095,0.356106903758857,-0.282022514344475,-0.0240067758744942
Luminal A,1.57241267483104,0.78903364157443,0.314396136805575,2.08940404451424
Luminal A,1.39821107010115,0.63883162380697,1.90362035208719,0.69859693654988
Luminal A,-0.0739525535201622,1.16986008391587,-0.648512746305028,-0.461948720027414
Luminal A,0.302813753875846,0.411220517259692,-1.14142246498226,-0.221087682086686
Luminal A,0.576183090299425,0.401746133846002,0.0905646452550192,0.0715079398232269
Luminal A,0.95293128105346,-0.707421823512872,-1.42812826697027,1.55151793138497
Luminal A,1.82524314552876,1.04949968612167,-0.616016279607946,-0.197321440036872
Luminal A,-0.284802325130029,-0.733922318255501,-1.26288621048389,1.43444935261193
Luminal A,-0.592122745055688,0.796854349107985,-0.0959479095713295,0.231087395844377
Luminal A,-0.661372348687409,1.94059784313454,0.277630530082245,0.130269355838249
Luminal A,0.939588611365212,0.143543226645962,-0.187207970939931,0.40596651123049
Luminal A,0.803593873693639,0.194230568639604,-0.37713297351747,-0.00414897173477452
Luminal A,0.872373715848147,0.602848524422331,1.18114785159916,0.832411115479478
Luminal A,-0.10932012835155,1.5186432637548,0.159935337862922,0.82251466125851
Luminal A,0.90989595578472,0.67485051380955,-0.307252853851703,-0.215761581280669
Luminal A,1.01214500003222,0.62669866959962,-0.758608900760545,0.451837579177661
Luminal A,0.353719546355761,0.586933911861533,-0.567984993359129,-0.0861128772109037
Luminal A,-0.098095867450468,1.25772775874823,-1.57454864965318,-1.06225724977298
Luminal A,1.01509733123971,0.695921907413972,-0.195322248226839,0.424329505648969
Luminal A,1.32665307205819,1.64118772443134,0.135949643663712,0.693446299560862
Luminal A,1.02855054726504,-0.373276690920531,-0.0735702247954291,0.0478921947755392
Luminal A,0.744840511076799,-0.107665556504265,-0.191805449211799,1.01825622832504
Luminal A,0.701788335846238,0.0689220877928055,-2.33802389593765,-0.909374437360499
Luminal A,0.555430374520498,0.521692066212047,-1.15831713106013,-0.00282172015196618
Luminal A,1.60080909816635,-0.775067970296632,-0.774033528242547,1.19648528000861
Luminal A,1.38271806380733,0.699468245065816,-0.785053669457634,1.32868747599715
Luminal A,1.53326539121664,0.68302405017356,-0.811352084856341,0.981330279222434
Luminal A,1.57556488635188,2.75013607391513,-0.7738133725897,-0.509054060904
Luminal A,0.993435650946787,1.83998732181575,-1.31434408593102,0.731891496815918
Luminal A,0.883545790706189,0.0427373935484583,-0.373958822361911,0.682283937131288
Luminal A,0.844623685252866,-0.148865095416363,0.443343172953617,-0.659747862744935
Luminal A,0.442890617247034,1.17744831625931,-0.958298345596633,-1.20354870377335
Luminal A,0.618424053043247,1.41884285154427,-0.197824647255844,0.377016466108718
Luminal A,1.31359042943448,0.898359265445513,0.657183171372322,-0.202159772895587
Luminal A,0.517132648218028,0.68342893294487,-2.09435095315615,0.462281108218495
Luminal A,1.79628183020318,0.834765806595191,-0.371711603900761,-0.305483897786789
Luminal A,1.00226743578052,1.11738919699174,0.888921929538895,-1.09705748168719
Luminal A,0.183663814751111,-1.67322328336788,-1.30039750095993,-0.341310344977288
Luminal A,0.387198933139096,1.45905471010419,-1.46161044977768,1.84416088567027
Luminal A,1.60681522167161,0.372171634464667,-0.208957172441258,0.77971040821916
Luminal A,1.62814572434358,-0.013208092793025,-1.94930749528202,1.93972957818186
Luminal A,1.17177885824957,0.00633198079913393,-0.155386024292815,0.0281992630447998
Luminal A,1.0358090221494,0.549406543828643,-0.134650683609797,-0.213075755617143
Luminal A,1.39026655662828,1.35909632198214,-2.15826288293302,-0.489401602512373
Luminal A,0.699774518853626,0.160830839056806,-1.26200599022241,-0.0345808305517313
Luminal A,1.16989521384416,1.18725687995925,-0.1233408872328,0.656559090572688
Luminal A,1.28017371612407,1.1859057503888,-0.51916946559145,1.26128529380951
Luminal A,0.904945780961568,1.20522814511024,0.70487394937332,-0.169502651331991
Luminal A,1.48059976863288,-0.28185254604523,1.03624674343988,1.09329874992912
Luminal A,1.65714513286909,0.673985408556224,-0.680477430963882,1.83603579137118
Luminal A,1.08623318190285,0.0112484180833471,1.22797424231664,-0.277899342999182
Luminal A,0.473509987221163,1.44738396466309,-0.173831955111856,0.243607918980101
Luminal A,0.887426483030868,1.44741562836946,-0.479214190837656,0.320915891258616
Luminal A,1.64967548719069,0.606331122457074,0.194917395495134,1.46500910547293
Luminal A,1.11950332998732,-1.03683768351847,-0.762352317113355,0.549664992159946
Luminal A,0.925080226851837,1.13130690920329,-0.803580783765423,0.106663045533855
Luminal A,0.804776093023915,0.569425003024607,-0.773830678418863,0.374471258659242
Luminal A,1.1569078496328,0.635674688478154,-0.656928077327057,-0.557570517575778
Luminal A,0.266807267880602,1.24310350283471,-0.645863284797263,0.0422367157727908
Luminal A,0.913852046175708,-0.955428798880742,0.149027803097927,0.815250907084059
Luminal A,0.886845055320515,0.151431276502329,0.307667634552337,-0.123377786172174
Luminal A,1.03959133591047,0.774331154810117,-0.132629780007337,0.449297086267995
Luminal A,1.85955673117942,1.08485552590978,-0.0190700334821665,0.376372537193978
Luminal A,1.3361600390296,0.718044263423188,-0.110999581082577,-0.640203766441698
Luminal A,0.90760841068742,-0.840027220964062,-0.172882946626537,-0.987168443368938
Luminal A,0.737120148512823,0.446668208232836,-0.37457070390426,-0.664903698566112
Luminal A,1.13287921971306,1.51537697373253,0.265925309917944,1.26259353075114
Luminal A,1.27700814613481,0.719668045460237,-1.66576026096717,-1.46313165120679
Luminal A,0.822016287093746,0.0766680694705421,0.014745987581409,0.00995689405209001
Luminal A,0.806138400326158,0.94721269804018,-0.535610971203275,-1.41735997625405
Luminal A,-0.30015126663445,-0.167349271882037,0.655872821980562,-1.00052076966974
Luminal A,0.377796448901451,-0.439189650151063,-0.533452701883743,-0.322608749894419
Luminal A,0.13544912876319,-0.71766210586596,-1.48471874314478,0.0356027363944302
Luminal A,-0.464362592142398,0.318846542540005,-0.316455208235178,-0.0767109976210722
Luminal A,-0.0609974295340551,0.640305881245885,-1.4100703283077,-1.06572140997225
Luminal A,1.22422180049259,-3.46151783763068,-0.123141638894925,1.61605889630093
Luminal A,0.707136222627711,-0.183699256520315,-0.423553079830786,-0.00449883088379734
Luminal A,0.368155630953728,0.516126846051419,-0.484435603504804,0.20304408173571
Luminal A,0.438662604363877,0.932559526653958,0.493693516125319,0.197902722166299
Luminal A,0.151501774736469,0.066888432523831,0.0405337834494007,0.327365478476189
Luminal A,0.347717458489901,0.364724461809223,-0.865878459119608,0.322956823238765
Luminal A,1.2682375832893,-0.176067388559969,-1.03213838431501,1.05439967941567
Luminal A,0.886110289023634,0.258237266796657,0.106016764023948,0.936794269768148
Luminal A,1.70201111607519,1.79159356531041,0.120683240976489,-0.391122173634455
Luminal A,0.874533050811292,0.975289271229874,-0.828632719315958,0.29013299843666
Luminal A,-0.0125105631518035,0.756574392477989,-0.481566304498006,-0.360430313527867
Luminal A,0.479198028364301,0.0231528265260089,-0.779551182067234,-1.5170324939393
Luminal A,0.612596874965746,1.10183247127658,-2.016101852295,-0.0584431193395024
Luminal A,0.390551237958258,0.390776158902662,0.197784968364326,-0.548980322862561
Luminal A,0.600162773830512,0.871475083410769,-1.36120548119923,-0.45311654612417
Luminal A,1.89922271140326,0.620591611784316,-2.63232082426,2.2884204930605
Luminal A,0.344533625125206,0.975154788455956,-0.956806161368055,-1.13649036358814
Luminal A,1.28004715339063,0.265600102754094,-1.46958463380551,-0.907605572305024
Luminal A,0.795675196281311,-0.710935901358152,0.820012408353211,0.550079594098728
Luminal A,0.532937092782605,1.16492003793661,-0.666218486470928,0.214486352705397
Luminal A,0.770391559149657,0.679125086055684,0.207260059817938,-0.179369811519064
Luminal A,0.453186979720803,0.558953275060726,0.290273636247132,-0.39319379495816
Luminal A,0.712742788208075,-1.41332926309438,-1.44131588827582,-0.0254775991847093
Luminal A,1.75480100355579,0.965984914349959,-1.22063831278145,0.649288459253665
Luminal A,1.48451674147088,0.878285562399721,-1.47471726728888,0.723564575655952
Luminal A,1.34026805874983,1.92153714664219,-0.555414052563609,0.301300501288964
Luminal A,1.12978838559669,0.583710573696391,0.517137566862526,0.346261936505881
Luminal A,1.30703716175146,0.858679266697016,0.735865486834714,-0.0199660594607196
Luminal A,1.57832567101976,0.0807547207625507,-0.232037958924384,1.12578955721156
Luminal A,1.15830228609884,-0.308927460864616,-1.24591405579434,0.196636288548889
Luminal A,-0.633609926425219,1.88272169315966,0.0130406137256153,-0.483376259668187
Luminal A,1.09422259407669,1.54467012466176,0.191809217917941,1.35831286481191
Luminal A,1.38423001562188,-1.01942742933837,-1.51908473621011,-0.177301214641551
Luminal A,1.01338366991408,0.0921554445626809,0.250376539937202,-0.650925014133487
Luminal A,-3.53895341861397,-0.00733846762610395,-0.283475009511676,-1.98850323522325
Luminal A,0.670615686968054,0.657054349521095,0.0235673659437222,0.716747234939644
Luminal B,0.497813674407662,-0.307922987920386,-0.460338084964076,-0.227704772515672
Luminal B,1.00229400335046,-0.479002626303348,1.10098797484851,-0.358000535268767
Luminal B,1.43393348641731,-0.403706749438862,-0.956040811209061,0.543295875227138
Luminal B,-0.00485545755261847,0.894714416622358,-0.661552409772599,-0.150499943581906
Luminal B,-0.448949019154028,1.15854843863574,-0.488203591870641,0.355457549209287
Luminal B,0.57137367447104,-1.51822517054962,2.38600007571881,0.45683009514444
Luminal B,1.56497873128732,0.303934991000736,-0.295889706218366,0.0336567579040518
Luminal B,0.525361310964194,0.171711229723308,0.515130146788585,0.586751854380828
Luminal B,1.35345542096908,0.6490848076655,4.1783572275087,-1.24432167821462
Luminal B,0.577348384926888,0.846732746317451,-0.0159410274244581,-1.75678496090718
Luminal B,1.26955774051707,0.462611555313629,-0.498609738354206,0.808731124415258
Luminal B,1.43966593626693,0.18445439178948,2.73719266314326,0.695834861431499
Luminal B,0.904325222288584,-1.24337797481082,1.16700139942435,0.00651934797183867
Luminal B,1.494023547619,0.419731329122223,0.40105071453514,0.381963143581342
Luminal B,0.501199059895801,0.89636312172303,1.7606475719832,0.391678309796748
Luminal B,-0.675879068003691,1.71266005737683,-0.49650695754599,-0.414260486267238
Luminal B,-0.0139377018975463,0.31195645955093,-0.852536911150429,-0.964854649624052
Luminal B,1.78518754461599,0.586197552114995,0.893150766376541,-0.00837514324220712
Luminal B,0.615414433774765,-0.597890444478171,1.8364944598133,-0.598142395386892
Luminal B,1.26085792838001,0.00237437943048485,0.624811522505619,-1.01649077769264
Luminal B,2.07963150509887,-0.244543059329528,2.5955243651056,-0.0748267843657087
Luminal B,0.464573300820784,0.27425437014556,0.398057794471918,-0.800336116600034
Luminal B,0.521747394910746,2.08219195070097,0.701663367936699,0.557555833792891
Luminal B,0.450413574239431,1.52025519618711,0.304802515032078,-0.988103902412014
Luminal B,1.26097883886048,-3.52875232590985,3.33430457953893,-1.29694652961175
Luminal B,1.81075473852522,-2.97550105414867,-0.993458076533132,-0.600504783109608
Luminal B,0.907335106795835,0.557036585298552,3.04840757598362,-1.56245089293749
Luminal B,0.0641997011566577,0.467573007193413,-0.639981881191742,0.102361384495387
Luminal B,1.40924173947622,-0.00857565632041277,0.901394496345336,0.190479949263522
Luminal B,1.21213427484654,0.878135783261289,0.285315549765826,-0.226308498401521
Luminal B,0.86495238950194,-0.524205787583422,-0.545736901734132,-0.664691278089297
Luminal B,0.415688705857471,-0.106465400810477,-0.39007186224122,0.0216454916655522
Luminal B,0.425288366593942,-0.469031927887787,0.950304172378637,0.917848479490301
Luminal B,1.20032249320182,-0.925531748151465,-0.19053444759508,-0.549810353521399
Luminal B,0.505172993809337,0.291429909727558,4.84974746181555,-1.3570765940184
Luminal B,1.29388844525694,1.13935256276802,-0.249344777910244,1.04266945976627
Luminal B,1.6038888417303,0.917167191907852,2.24569390275286,1.16205608401496
Luminal B,1.78079787417005,1.38411014335366,3.4295333368876,0.0409579040564245
Luminal B,1.73390066075353,0.58740529363686,3.0708154506839,-0.38899668174854
Luminal B,1.15439599563739,0.667173666091599,2.09163798777083,-0.896349074982466
Luminal B,0.249144551361474,0.505517976138994,0.660180006027668,-1.01086922510072
Luminal B,1.02093685180984,0.372719775508496,1.23466735259389,-0.0665451263257934
Luminal B,1.10097988989605,0.44335337388367,0.947270575081693,-0.259631634662815
Luminal B,0.746701573843595,0.232580389078115,2.43144108637505,-0.726798206812061
Luminal B,0.519997944745824,0.190100183061156,1.45133160744443,-0.307765266995203
Luminal B,0.0584175612415785,2.39832245061553,-0.381168776916466,-0.768501147794851
Luminal B,1.3309035862027,-0.218451805025219,-0.161857643695855,-0.289321380446193
Luminal B,1.21191801468646,-1.53565182982381,0.622884055257906,1.00297612082577
Luminal B,0.758424616149776,0.789730457785353,1.03652131365646,-1.0482392044943
Luminal B,0.55012493299332,0.639098358854502,1.19979348376172,0.436514944729355
Luminal B,1.2087670135249,-0.006822239986714,-0.881733834609005,-1.00051045742846
Luminal B,0.424034021118827,0.146127745409078,0.848200364090218,-0.984356048355437
Luminal B,1.54594620662271,1.600159623218,-0.693026301773619,1.13473155637587
Luminal B,0.560202808849986,0.703783786564874,1.53694501115632,-0.14002243338557
Luminal B,1.16165849413576,-0.855994820147804,-0.0799191669183781,-0.438877894058534
Luminal B,1.78045668799153,-0.94525674376238,4.62226480966798,-1.00904358928675
Luminal B,1.823053187252,0.495968466227297,0.207001027917915,0.546085696165591
Luminal B,1.65779752838217,-0.202564461945357,-3.6026050659835e-05,2.30862850362177
Luminal B,1.06033375004167,0.0989385489014453,1.93392140341305,0.973781377051608
Luminal B,0.843825085540307,-1.27881951963921,1.35840417430164,0.0222193664416325
Luminal B,0.153342742582893,-0.527522475819158,1.15939687766226,0.619956847878125
Luminal B,0.230818606294772,-1.2837999662989,1.68127875571752,-0.27784587838812
Luminal B,1.47510208787712,0.149366907633655,1.01528120587186,-0.955562431578097
Luminal B,0.00948918184251054,0.378657917657453,2.13577074435242,0.937605629505494
Luminal B,1.19085008790188,1.34960215882683,0.218195821822528,0.0487802482721544
Luminal B,0.0461272980651431,-0.805810731704732,0.213106870483352,-1.65708313684361
Luminal B,0.0511965427513633,-0.470619177666658,0.251270702519719,-0.483079334225387
Luminal B,1.95525937632943,2.10662781915208,1.57579370368871,0.950674238143384
Luminal B,0.256022242465787,-0.368792778001418,-0.339502447600235,-0.0471867466120476
Luminal B,0.731559396096268,-0.292522884744508,0.337741435984776,-0.253411693721854
Luminal B,-0.449528278982152,1.46502723113525,-0.19996317514407,0.495916390914496
Luminal B,0.213137517282505,0.359203207642446,-0.110169317092292,-0.321608410534243
Luminal B,1.04882827067837,-0.110507088766969,0.95864580459067,-1.32800372592325
Luminal B,1.85167641148104,0.542063177527959,0.390172985384146,-0.112891745935686
Luminal B,0.93416356675187,0.459974025707621,0.245045770172684,0.526647589179567
